"","site_name","Species_1","Species_2","time_interval"
"8374","site 13","dog","coyote",9.66583333333333
"8375","site 13","dog","coyote",5.32277777777778
"8376","site 13","dog","coyote",6.65166666666667
"8377","site 13","dog","coyote",8.59555555555556
"8378","site 13","dog","coyote",4.11361111111111
"8379","site 13","dog","coyote",5.4425
"8380","site 13","dog","coyote",7.38638888888889
"8381","site 13","dog","coyote",3.885
"8382","site 13","dog","coyote",5.21388888888889
"8383","site 13","dog","coyote",7.15777777777778
"8384","site 13","dog","coyote",3.64972222222222
"8385","site 13","dog","coyote",4.97861111111111
"8386","site 13","dog","coyote",6.9225
"8387","site 13","coyote","dog",9.91888888888889
"8388","site 13","coyote","dog",10.3780555555556
"8389","site 13","coyote","dog",10.6005555555556
"8390","site 13","coyote","dog",11.4047222222222
"8391","site 13","coyote","dog",11.5144444444444
"8392","site 13","coyote","dog",11.675
"8393","site 13","coyote","dog",8.59
"8394","site 13","coyote","dog",9.04916666666667
"8395","site 13","coyote","dog",9.27166666666667
"8396","site 13","coyote","dog",10.0758333333333
"8397","site 13","coyote","dog",10.1855555555556
"8398","site 13","coyote","dog",10.3461111111111
"8399","site 13","coyote","dog",10.7227777777778
"8400","site 13","coyote","dog",10.8894444444444
"8401","site 13","coyote","dog",11.8502777777778
"8402","site 13","coyote","dog",6.64611111111111
"8403","site 13","coyote","dog",7.10527777777778
"8404","site 13","coyote","dog",7.32777777777778
"8405","site 13","coyote","dog",8.13194444444444
"8406","site 13","coyote","dog",8.24166666666667
"8407","site 13","coyote","dog",8.40222222222222
"8408","site 13","coyote","dog",8.77888888888889
"8409","site 13","coyote","dog",8.94555555555556
"8410","site 13","coyote","dog",9.90638888888889
"8411","site 13","coyote","dog",10.3269444444444
"8412","site 13","dog","coyote",11.8897222222222
"8413","site 13","dog","coyote",11.4736111111111
"8414","site 13","dog","coyote",10.9097222222222
"8415","site 13","dog","coyote",8.74388888888889
"8416","site 13","dog","coyote",7.25083333333333
"8417","site 13","dog","coyote",3.99333333333333
"8418","site 13","dog","coyote",3.19888888888889
"8419","site 13","coyote","dog",10.9405555555556
"8420","site 13","coyote","dog",1.51111111111111
"8421","site 13","coyote","dog",1.93277777777778
"8422","site 13","coyote","dog",2.16944444444444
"8423","site 13","coyote","dog",2.19027777777778
"8424","site 13","coyote","dog",4.49527777777778
"8425","site 13","coyote","dog",5.24888888888889
"8426","site 13","coyote","dog",8.76166666666667
"8427","site 13","coyote","dog",11.2558333333333
"8428","site 13","coyote","dog",11.2669444444444
"8429","site 13","coyote","dog",11.6358333333333
"8430","site 13","coyote","dog",0.0644444444444444
"8431","site 13","coyote","dog",0.238055555555556
"8432","site 13","coyote","dog",0.520833333333333
"8433","site 13","coyote","dog",0.671944444444444
"8434","site 13","coyote","dog",0.964166666666667
"8435","site 13","coyote","dog",1.21555555555556
"8436","site 13","coyote","dog",2.5075
"8437","site 13","dog","coyote",11.8222222222222
"8438","site 13","dog","coyote",11.5316666666667
"8439","site 13","dog","coyote",10.5611111111111
"8440","site 13","dog","coyote",10.3988888888889
"8441","site 13","dog","coyote",10.0875
"8442","site 13","dog","coyote",9.65111111111111
"8443","site 13","dog","coyote",7.56388888888889
"8444","site 13","dog","coyote",7.52583333333333
"8445","site 13","dog","coyote",6.58361111111111
"8446","site 13","dog","coyote",5.27972222222222
"8447","site 13","dog","coyote",5.20694444444444
"8448","site 13","dog","coyote",3.36138888888889
"8449","site 13","dog","coyote",2.4625
"8450","site 13","dog","coyote",2.035
"8451","site 13","coyote","dog",11.4672222222222
"8452","site 13","coyote","dog",11.8447222222222
"8453","site 13","coyote","dog",11.8541666666667
"8454","site 13","dog","coyote",11.9486111111111
"8455","site 13","dog","coyote",11.3611111111111
"8456","site 13","dog","coyote",11.0791666666667
"8457","site 13","dog","coyote",10.0283333333333
"8458","site 13","dog","coyote",9.96055555555555
"8459","site 13","dog","coyote",9.27194444444445
"8460","site 13","dog","coyote",8.57527777777778
"8461","site 13","dog","coyote",8.47555555555556
"8462","site 13","dog","coyote",7.31833333333333
"8463","site 13","dog","coyote",7.05277777777778
"8464","site 13","dog","coyote",6.96583333333333
"8465","site 13","dog","coyote",6.51722222222222
"8466","site 13","dog","coyote",5.21972222222222
"8467","site 13","dog","coyote",4.56222222222222
"8468","site 13","dog","coyote",11.7763888888889
"8469","site 13","dog","coyote",4.48361111111111
"8470","site 13","dog","coyote",11.6977777777778
"8471","site 13","coyote","dog",9.61666666666667
"8472","site 13","coyote","dog",9.93777777777778
"8473","site 13","coyote","dog",11.0066666666667
"8474","site 13","coyote","dog",2.4025
"8475","site 13","coyote","dog",2.72361111111111
"8476","site 13","coyote","dog",3.7925
"8477","site 13","coyote","dog",7.42277777777778
"8478","site 13","coyote","dog",9.14861111111111
"8479","site 13","coyote","dog",11.8430555555556
"8480","site 13","dog","coyote",9.99083333333333
"8481","site 13","dog","coyote",8.265
"8482","site 13","dog","coyote",11.6533333333333
"8483","site 13","dog","coyote",5.57055555555556
"8484","site 13","dog","coyote",8.95888888888889
"8485","site 13","dog","coyote",4.65916666666667
"8486","site 13","dog","coyote",8.0475
"8487","site 13","dog","coyote",3.54416666666667
"8488","site 13","dog","coyote",6.9325
"8489","site 13","coyote","dog",8.70888888888889
"8490","site 13","coyote","dog",9.88194444444444
"8491","site 13","coyote","dog",10.1422222222222
"8492","site 13","coyote","dog",11.0613888888889
"8493","site 13","coyote","dog",5.32055555555556
"8494","site 13","coyote","dog",6.49361111111111
"8495","site 13","coyote","dog",6.75388888888889
"8496","site 13","coyote","dog",7.67305555555556
"8497","site 13","coyote","dog",10.0872222222222
"8498","site 13","coyote","dog",10.4811111111111
"8499","site 13","coyote","dog",10.5080555555556
"8500","site 13","dog","coyote",10.9836111111111
"8501","site 13","dog","coyote",9.80472222222222
"8502","site 13","coyote","dog",5.78472222222222
"8503","site 13","coyote","dog",6.37527777777778
"8504","site 13","coyote","dog",6.74694444444444
"8505","site 13","coyote","dog",10.7222222222222
"8506","site 13","coyote","dog",11.7702777777778
"8507","site 13","dog","coyote",8.69805555555556
"8508","site 13","dog","coyote",11.7341666666667
"8509","site 13","dog","coyote",7.65
"8510","site 13","dog","coyote",10.6861111111111
"8511","site 13","dog","coyote",11.7980555555556
"8512","site 13","dog","coyote",4.26888888888889
"8513","site 13","dog","coyote",7.305
"8514","site 13","dog","coyote",8.41694444444444
"8515","site 13","dog","coyote",3.34694444444444
"8516","site 13","dog","coyote",6.38305555555556
"8517","site 13","dog","coyote",7.495
"8518","site 13","dog","coyote",11.9397222222222
"8519","site 13","dog","coyote",2.65972222222222
"8520","site 13","dog","coyote",5.69583333333333
"8521","site 13","dog","coyote",6.80777777777778
"8522","site 13","dog","coyote",11.2525
"8523","site 13","dog","coyote",1.38777777777778
"8524","site 13","dog","coyote",4.42388888888889
"8525","site 13","dog","coyote",5.53583333333333
"8526","site 13","dog","coyote",9.98055555555556
"8527","site 13","dog","coyote",1.09361111111111
"8528","site 13","dog","coyote",4.12972222222222
"8529","site 13","dog","coyote",5.24166666666667
"8530","site 13","dog","coyote",9.68638888888889
"8531","site 13","coyote","dog",9.97277777777778
"8532","site 13","coyote","dog",10.3255555555556
"8533","site 13","coyote","dog",6.93666666666667
"8534","site 13","coyote","dog",7.28944444444444
"8535","site 13","coyote","dog",9.08666666666667
"8536","site 13","coyote","dog",9.23277777777778
"8537","site 13","coyote","dog",9.71694444444444
"8538","site 13","coyote","dog",10.6266666666667
"8539","site 13","coyote","dog",10.6358333333333
"8540","site 13","coyote","dog",5.82472222222222
"8541","site 13","coyote","dog",6.1775
"8542","site 13","coyote","dog",7.97472222222222
"8543","site 13","coyote","dog",8.12083333333333
"8544","site 13","coyote","dog",8.605
"8545","site 13","coyote","dog",9.51472222222222
"8546","site 13","coyote","dog",9.52388888888889
"8547","site 13","coyote","dog",11.1058333333333
"8548","site 13","coyote","dog",1.38
"8549","site 13","coyote","dog",1.73277777777778
"8550","site 13","coyote","dog",3.53
"8551","site 13","coyote","dog",3.67611111111111
"8552","site 13","coyote","dog",4.16027777777778
"8553","site 13","coyote","dog",5.07
"8554","site 13","coyote","dog",5.07916666666667
"8555","site 13","coyote","dog",6.66111111111111
"8556","site 13","coyote","dog",8.34611111111111
"8557","site 13","coyote","dog",9.1825
"8558","site 13","coyote","dog",10.3691666666667
"8559","site 13","coyote","dog",11.79
"8560","site 13","dog","coyote",11.2577777777778
"8561","site 13","dog","coyote",11.2244444444444
"8562","site 13","dog","coyote",10.8097222222222
"8563","site 13","coyote","dog",1.37666666666667
"8564","site 13","coyote","dog",1.54444444444444
"8565","site 13","coyote","dog",1.62194444444444
"8566","site 13","coyote","dog",2.34
"8567","site 13","coyote","dog",3.32083333333333
"8568","site 13","coyote","dog",5.36277777777778
"8569","site 13","coyote","dog",5.37555555555556
"8570","site 13","coyote","dog",5.48527777777778
"8571","site 13","coyote","dog",7.30027777777778
"8572","site 13","coyote","dog",9.15777777777778
"8573","site 13","coyote","dog",10.5325
"8574","site 13","coyote","dog",11.6511111111111
"8575","site 13","dog","coyote",11.5533333333333
"8576","site 13","dog","coyote",10.1786111111111
"8577","site 13","dog","coyote",9.06
"8578","site 13","dog","coyote",7.59638888888889
"8579","site 13","dog","coyote",7.36805555555556
"8580","site 13","dog","coyote",6.78166666666667
"8581","site 13","coyote","dog",4.84277777777778
"8582","site 13","coyote","dog",4.94666666666667
"8583","site 13","coyote","dog",5.07055555555556
"8584","site 13","coyote","dog",5.11361111111111
"8585","site 13","coyote","dog",6.20222222222222
"8586","site 13","coyote","dog",9.89416666666667
"8587","site 13","coyote","dog",11.2794444444444
"8588","site 13","dog","coyote",9.75
"8589","site 13","dog","coyote",8.36472222222222
"8590","site 13","dog","coyote",6.76666666666667
"8591","site 13","dog","coyote",6.07472222222222
"8592","site 13","dog","coyote",5.90694444444444
"8593","site 13","dog","coyote",5.7775
"8594","site 13","dog","coyote",5.73805555555556
"8595","site 13","dog","coyote",5.16555555555556
"8596","site 13","dog","coyote",4.86833333333333
"8597","site 13","dog","coyote",3.33361111111111
"8598","site 13","dog","coyote",3.22194444444444
"8599","site 13","coyote","dog",9.07416666666667
"8600","site 13","coyote","dog",10.3713888888889
"8601","site 13","coyote","dog",10.5230555555556
"8602","site 13","coyote","dog",10.6430555555556
"8603","site 13","dog","coyote",11.9769444444444
"8604","site 13","dog","coyote",11.7927777777778
"8605","site 13","dog","coyote",11.6552777777778
"8606","site 13","coyote","dog",2.18138888888889
"8607","site 13","coyote","dog",3.25222222222222
"8608","site 13","coyote","dog",3.93333333333333
"8609","site 13","coyote","dog",4.30416666666667
"8610","site 13","coyote","dog",5.00111111111111
"8611","site 13","coyote","dog",6.355
"8612","site 13","coyote","dog",6.36555555555556
"8613","site 13","coyote","dog",6.56305555555556
"8614","site 13","coyote","dog",7.11861111111111
"8615","site 13","coyote","dog",8.78222222222222
"8616","site 13","coyote","dog",9.23277777777778
"8617","site 13","coyote","dog",9.65444444444444
"8618","site 13","coyote","dog",9.83888888888889
"8619","site 13","coyote","dog",10.385
"8620","site 13","coyote","dog",10.5277777777778
"8621","site 13","coyote","dog",10.9988888888889
"8622","site 13","dog","coyote",11.6413888888889
"8623","site 13","dog","coyote",10.2875
"8624","site 13","dog","coyote",10.2769444444444
"8625","site 13","dog","coyote",10.0794444444444
"8626","site 13","dog","coyote",9.52388888888889
"8627","site 13","dog","coyote",7.86027777777778
"8628","site 13","dog","coyote",7.40972222222222
"8629","site 13","dog","coyote",6.98805555555556
"8630","site 13","dog","coyote",6.80361111111111
"8631","site 13","dog","coyote",6.2575
"8632","site 13","dog","coyote",11.9616666666667
"8633","site 13","dog","coyote",6.11472222222222
"8634","site 13","dog","coyote",11.8188888888889
"8635","site 13","dog","coyote",5.64361111111111
"8636","site 13","dog","coyote",11.3477777777778
"8637","site 13","dog","coyote",3.39527777777778
"8638","site 13","dog","coyote",9.09944444444444
"8639","site 13","dog","coyote",2.17666666666667
"8640","site 13","dog","coyote",7.88083333333333
"8641","site 13","coyote","dog",10.0102777777778
"8642","site 13","coyote","dog",10.5588888888889
"8643","site 13","coyote","dog",11.76
"8644","site 13","coyote","dog",4.30611111111111
"8645","site 13","coyote","dog",4.85472222222222
"8646","site 13","coyote","dog",6.05583333333333
"8647","site 13","coyote","dog",6.51333333333333
"8648","site 13","coyote","dog",6.82861111111111
"8649","site 13","coyote","dog",7.25638888888889
"8650","site 13","coyote","dog",7.41888888888889
"8651","site 13","coyote","dog",7.85861111111111
"8652","site 13","coyote","dog",10.4402777777778
"8653","site 13","coyote","dog",10.7344444444444
"8654","site 13","coyote","dog",10.9166666666667
"8655","site 13","coyote","dog",11.0091666666667
"8656","site 13","dog","coyote",11.7488888888889
"8657","site 13","dog","coyote",11.9180555555556
"8658","site 13","dog","coyote",11.2913888888889
"8659","site 13","dog","coyote",11.4605555555556
"8660","site 13","dog","coyote",10.9761111111111
"8661","site 13","dog","coyote",11.1452777777778
"8662","site 13","dog","coyote",10.5483333333333
"8663","site 13","dog","coyote",10.7175
"8664","site 13","dog","coyote",10.3858333333333
"8665","site 13","dog","coyote",10.555
"8666","site 13","dog","coyote",9.94611111111111
"8667","site 13","dog","coyote",10.1152777777778
"8668","site 13","dog","coyote",7.36444444444444
"8669","site 13","dog","coyote",7.53361111111111
"8670","site 13","dog","coyote",7.07027777777778
"8671","site 13","dog","coyote",7.23944444444444
"8672","site 13","dog","coyote",6.88805555555556
"8673","site 13","dog","coyote",7.05722222222222
"8674","site 13","dog","coyote",6.79555555555556
"8675","site 13","dog","coyote",6.96472222222222
"8676","site 13","dog","coyote",4.37972222222222
"8677","site 13","dog","coyote",4.54888888888889
"8678","site 13","dog","coyote",3.76611111111111
"8679","site 13","dog","coyote",3.93527777777778
"8680","site 13","dog","coyote",3.70305555555556
"8681","site 13","dog","coyote",3.87222222222222
"8682","site 13","coyote","dog",11.1619444444444
"8683","site 13","coyote","dog",11.8644444444444
"8684","site 13","coyote","dog",10.9927777777778
"8685","site 13","coyote","dog",11.6952777777778
"8686","site 13","dog","coyote",11.8413888888889
"8687","site 13","dog","coyote",11.5916666666667
"8688","site 13","dog","coyote",9.65666666666667
"8689","site 13","dog","coyote",9.56944444444444
"8690","site 13","dog","coyote",8.92
"8691","site 13","dog","coyote",7.93027777777778
"8692","site 13","dog","coyote",7.39805555555556
"8693","site 13","dog","coyote",6.25055555555556
"8694","site 13","dog","coyote",6.18861111111111
"8695","site 13","dog","coyote",3.31777777777778
"8696","site 13","dog","coyote",3.27138888888889
"8697","site 13","dog","coyote",2.21527777777778
"8698","site 13","coyote","dog",7.18611111111111
"8699","site 13","coyote","dog",7.20388888888889
"8700","site 13","coyote","dog",8.09055555555556
"8701","site 13","coyote","dog",9.90916666666667
"8702","site 13","coyote","dog",9.96305555555556
"8703","site 13","coyote","dog",10.2836111111111
"8704","site 13","coyote","dog",10.5852777777778
"8705","site 13","coyote","dog",10.6666666666667
"8706","site 13","coyote","dog",10.6941666666667
"8707","site 13","coyote","dog",11.3605555555556
"8708","site 13","dog","coyote",9.49083333333333
"8709","site 13","dog","coyote",10.7947222222222
"8710","site 13","dog","coyote",9.30472222222222
"8711","site 13","dog","coyote",10.6086111111111
"8712","site 13","dog","coyote",8.47
"8713","site 13","dog","coyote",9.77388888888889
"8714","site 13","dog","coyote",8.15833333333333
"8715","site 13","dog","coyote",9.46222222222222
"8716","site 13","dog","coyote",8.11138888888889
"8717","site 13","dog","coyote",9.41527777777778
"8718","site 13","dog","coyote",7.97527777777778
"8719","site 13","dog","coyote",9.27916666666667
"8720","site 13","dog","coyote",7.16333333333333
"8721","site 13","dog","coyote",8.46722222222222
"8722","site 13","dog","coyote",5.57694444444444
"8723","site 13","dog","coyote",6.88083333333333
"8724","site 13","dog","coyote",4.78861111111111
"8725","site 13","dog","coyote",6.0925
"8726","site 13","dog","coyote",4.5025
"8727","site 13","dog","coyote",5.80638888888889
"8728","site 13","dog","coyote",3.36972222222222
"8729","site 13","dog","coyote",4.67361111111111
"8730","site 13","coyote","dog",9.57333333333333
"8731","site 13","coyote","dog",9.59638888888889
"8732","site 13","coyote","dog",9.69722222222222
"8733","site 13","coyote","dog",9.81916666666667
"8734","site 13","coyote","dog",10.4777777777778
"8735","site 13","coyote","dog",8.26944444444444
"8736","site 13","coyote","dog",8.2925
"8737","site 13","coyote","dog",8.39333333333333
"8738","site 13","coyote","dog",8.51527777777778
"8739","site 13","coyote","dog",9.17388888888889
"8740","site 13","coyote","dog",10.9158333333333
"8741","site 13","coyote","dog",11.9930555555556
"8742","site 13","dog","coyote",10.9680555555556
"8743","site 13","dog","coyote",9.89083333333333
"8744","site 13","dog","coyote",9.5475
"8745","site 13","dog","coyote",8.22694444444445
"8746","site 13","dog","coyote",7.58722222222222
"8747","site 13","dog","coyote",7.48
"8748","site 13","dog","coyote",7.14444444444444
"8749","site 13","dog","coyote",5.92055555555556
"8750","site 13","dog","coyote",4.17
"8751","site 13","dog","coyote",3.93583333333333
"8752","site 13","dog","coyote",3.84222222222222
"8753","site 13","dog","coyote",3.78805555555556
"8754","site 13","dog","coyote",3.69916666666667
"8755","site 13","dog","coyote",2.39944444444444
"8756","site 13","dog","coyote",2.28305555555556
"8757","site 13","dog","coyote",1.89305555555556
"8758","site 13","dog","coyote",1.09083333333333
"8759","site 13","coyote","dog",10.3180555555556
"8760","site 13","coyote","dog",10.8569444444444
"8761","site 13","coyote","dog",11.7147222222222
"8762","site 13","coyote","dog",11.7269444444444
"8763","site 13","dog","coyote",11.7388888888889
"8764","site 13","dog","coyote",11.2063888888889
"8765","site 13","dog","coyote",11.1458333333333
"8766","site 13","dog","coyote",9.68527777777778
"8767","site 13","dog","coyote",8.37194444444444
"8768","site 13","dog","coyote",8.26305555555555
"8769","site 13","dog","coyote",8.21388888888889
"8770","site 13","dog","coyote",7.5675
"8771","site 13","dog","coyote",7.32833333333333
"8772","site 13","dog","coyote",7.31888888888889
"8773","site 13","coyote","dog",5.0125
"8774","site 13","coyote","dog",5.07777777777778
"8775","site 13","coyote","dog",5.89833333333333
"8776","site 13","coyote","dog",6.08194444444444
"8777","site 13","dog","coyote",9.59611111111111
"8778","site 13","dog","coyote",7.77138888888889
"8779","site 13","dog","coyote",5.48194444444444
"8780","site 13","dog","coyote",4.98222222222222
"8781","site 13","coyote","dog",7.62166666666667
"8782","site 13","coyote","dog",7.63861111111111
"8783","site 13","coyote","dog",7.72861111111111
"8784","site 13","coyote","dog",7.89416666666667
"8785","site 13","dog","coyote",9.7475
"8786","site 13","dog","coyote",8.16666666666667
"8787","site 13","dog","coyote",7.685
"8788","site 13","dog","coyote",7.22611111111111
"8789","site 13","dog","coyote",6.96027777777778
"8790","site 13","dog","coyote",6.26222222222222
"8791","site 13","dog","coyote",5.42305555555556
"8792","site 13","dog","coyote",3.56944444444444
"8793","site 13","dog","coyote",3.30138888888889
"8794","site 13","dog","coyote",1.40944444444444
"8795","site 13","dog","coyote",0.987777777777778
"8796","site 13","dog","coyote",0.678333333333333
"8797","site 13","dog","coyote",0.5375
"8798","site 13","coyote","dog",0.453333333333333
"8799","site 13","coyote","dog",0.858611111111111
"8800","site 13","coyote","dog",4.71083333333333
"8801","site 13","dog","coyote",9.63277777777778
"8802","site 13","dog","coyote",0.763055555555556
"8803","site 13","coyote","dog",1.18472222222222
"8804","site 13","coyote","dog",1.26444444444444
"8805","site 13","coyote","dog",3.63
"8806","site 13","coyote","dog",6.345
"8807","site 13","dog","coyote",11.2497222222222
"8808","site 13","dog","coyote",11.2280555555556
"8809","site 13","dog","coyote",8.02083333333333
"8810","site 13","dog","coyote",10.7205555555556
"8811","site 13","dog","coyote",5.64972222222222
"8812","site 13","dog","coyote",8.34944444444444
"8813","site 13","dog","coyote",5.35194444444444
"8814","site 13","dog","coyote",8.05166666666667
"8815","site 13","dog","coyote",4.42361111111111
"8816","site 13","dog","coyote",7.12333333333333
"8817","site 13","dog","coyote",1.78111111111111
"8818","site 13","dog","coyote",4.48083333333333
"8819","site 13","dog","coyote",1.45388888888889
"8820","site 13","dog","coyote",4.15361111111111
"8821","site 13","dog","coyote",0.838888888888889
"8822","site 13","dog","coyote",3.53861111111111
"8823","site 13","coyote","dog",9.5625
"8824","site 13","coyote","dog",9.78277777777778
"8825","site 13","coyote","dog",9.94333333333333
"8826","site 13","coyote","dog",11.1372222222222
"8827","site 13","dog","coyote",11.6719444444444
"8828","site 13","dog","coyote",11.5511111111111
"8829","site 13","dog","coyote",9.57944444444444
"8830","site 13","dog","coyote",9.28388888888889
"8831","site 13","dog","coyote",9.05888888888889
"8832","site 13","dog","coyote",9.04194444444444
"8833","site 13","dog","coyote",8.06388888888889
"8834","site 13","dog","coyote",7.87638888888889
"8835","site 13","dog","coyote",6.5125
"8836","site 13","dog","coyote",5.55888888888889
"8837","site 13","dog","coyote",4.57916666666667
"8838","site 13","coyote","dog",7.53666666666667
"8839","site 13","coyote","dog",8.40777777777778
"8840","site 13","coyote","dog",9.54638888888889
"8841","site 13","coyote","dog",10.2194444444444
"8842","site 13","coyote","dog",10.2355555555556
"8843","site 13","coyote","dog",10.7394444444444
"8844","site 13","dog","coyote",11.7433333333333
"8845","site 13","dog","coyote",11.5213888888889
"8846","site 13","dog","coyote",11.3983333333333
"8847","site 13","dog","coyote",11.2980555555556
"8848","site 13","dog","coyote",10.9475
"8849","site 13","dog","coyote",10.3305555555556
"8850","site 13","dog","coyote",10.175
"8851","site 13","dog","coyote",10.0963888888889
"8852","site 13","dog","coyote",8.92638888888889
"8853","site 13","dog","coyote",8.77416666666667
"8854","site 13","dog","coyote",7.60944444444444
"8855","site 13","dog","coyote",7.40416666666667
"8856","site 13","dog","coyote",7.26333333333333
"8857","site 13","dog","coyote",6.90833333333333
"8858","site 13","dog","coyote",6.75638888888889
"8859","site 13","dog","coyote",5.84916666666667
"8860","site 13","dog","coyote",5.68472222222222
"8861","site 13","coyote","dog",8.57472222222222
"8862","site 13","coyote","dog",8.775
"8863","site 13","coyote","dog",9.00277777777778
"8864","site 13","coyote","dog",9.34083333333333
"8865","site 13","coyote","dog",9.55833333333333
"8866","site 13","coyote","dog",10.0344444444444
"8867","site 13","coyote","dog",10.3544444444444
"8868","site 13","coyote","dog",10.5772222222222
"8869","site 13","coyote","dog",10.7444444444444
"8870","site 13","coyote","dog",11.0758333333333
"8871","site 13","coyote","dog",11.2869444444444
"8872","site 13","coyote","dog",0.282777777777778
"8873","site 13","coyote","dog",0.491388888888889
"8874","site 13","coyote","dog",0.513611111111111
"8875","site 13","coyote","dog",1.27583333333333
"8876","site 13","coyote","dog",1.44694444444444
"8877","site 13","coyote","dog",1.76361111111111
"8878","site 13","coyote","dog",1.83888888888889
"8879","site 13","coyote","dog",4.04083333333333
"8880","site 13","coyote","dog",4.68916666666667
"8881","site 13","coyote","dog",7.25805555555556
"8882","site 13","coyote","dog",7.87333333333333
"8883","site 13","coyote","dog",8.45583333333333
"8884","site 13","coyote","dog",8.88333333333333
"8885","site 13","coyote","dog",8.94277777777778
"8886","site 13","coyote","dog",9.85861111111111
"8887","site 13","coyote","dog",11.1130555555556
"8888","site 13","coyote","dog",11.3263888888889
"8889","site 13","coyote","dog",11.5344444444444
"8890","site 13","coyote","dog",11.8488888888889
"8891","site 13","coyote","dog",11.9125
"8892","site 13","dog","coyote",10.7708333333333
"8893","site 13","dog","coyote",10.6902777777778
"8894","site 13","dog","coyote",10.6408333333333
"8895","site 13","dog","coyote",8.9575
"8896","site 13","dog","coyote",8.77972222222222
"8897","site 13","dog","coyote",8.74305555555556
"8898","site 13","dog","coyote",8.34777777777778
"8899","site 13","dog","coyote",7.84722222222222
"8900","site 13","dog","coyote",7.67611111111111
"8901","site 13","dog","coyote",7.6325
"8902","site 13","dog","coyote",5.67222222222222
"8903","site 13","dog","coyote",10.6469444444444
"8904","site 13","dog","coyote",5.09777777777778
"8905","site 13","dog","coyote",10.0725
"8906","site 13","dog","coyote",4.28138888888889
"8907","site 13","dog","coyote",9.25611111111111
"8908","site 13","dog","coyote",3.92861111111111
"8909","site 13","dog","coyote",8.90333333333333
"8910","site 13","dog","coyote",2.93722222222222
"8911","site 13","dog","coyote",7.91194444444444
"8912","site 13","coyote","dog",9.94222222222222
"8913","site 13","coyote","dog",10.025
"8914","site 13","coyote","dog",10.9161111111111
"8915","site 13","coyote","dog",11.1013888888889
"8916","site 13","coyote","dog",11.7180555555556
"8917","site 13","coyote","dog",4.9675
"8918","site 13","coyote","dog",5.05027777777778
"8919","site 13","coyote","dog",5.94138888888889
"8920","site 13","coyote","dog",6.12666666666667
"8921","site 13","coyote","dog",6.74333333333333
"8922","site 13","coyote","dog",7.23833333333333
"8923","site 13","coyote","dog",8.11805555555556
"8924","site 13","coyote","dog",9.98722222222222
"8925","site 13","coyote","dog",10.1308333333333
"8926","site 13","dog","coyote",11.2213888888889
"8927","site 13","dog","coyote",10.0580555555556
"8928","site 13","dog","coyote",9.99027777777778
"8929","site 13","dog","coyote",9.65944444444444
"8930","site 13","dog","coyote",8.81805555555556
"8931","site 13","dog","coyote",6.04972222222222
"8932","site 13","dog","coyote",5.7125
"8933","site 13","dog","coyote",5.42833333333333
"8934","site 13","dog","coyote",4.21805555555556
"8935","site 13","dog","coyote",1.23777777777778
"8936","site 13","coyote","dog",5.68833333333333
"8937","site 13","coyote","dog",6.19527777777778
"8938","site 13","coyote","dog",6.60194444444444
"8939","site 13","coyote","dog",7.11111111111111
"8940","site 13","coyote","dog",7.12472222222222
"8941","site 13","coyote","dog",7.5175
"8942","site 13","coyote","dog",7.99444444444444
"8943","site 13","coyote","dog",9.72944444444444
"8944","site 13","coyote","dog",10.1116666666667
"8945","site 13","coyote","dog",11.2347222222222
"8946","site 13","coyote","dog",11.2730555555556
"8947","site 13","dog","coyote",11.9988888888889
"8948","site 13","dog","coyote",11.3463888888889
"8949","site 13","dog","coyote",11.3713888888889
"8950","site 13","dog","coyote",10.1930555555556
"8951","site 13","dog","coyote",10.2180555555556
"8952","site 13","dog","coyote",6.27638888888889
"8953","site 13","dog","coyote",6.30138888888889
"8954","site 13","dog","coyote",5.95194444444444
"8955","site 13","dog","coyote",5.97694444444444
"8956","site 13","coyote","dog",5.27555555555556
"8957","site 13","coyote","dog",5.38111111111111
"8958","site 13","coyote","dog",6.24333333333333
"8959","site 13","coyote","dog",6.51972222222222
"8960","site 13","coyote","dog",6.93916666666667
"8961","site 13","coyote","dog",7.07944444444444
"8962","site 13","coyote","dog",7.70194444444444
"8963","site 13","coyote","dog",7.8475
"8964","site 13","coyote","dog",8.41
"8965","site 13","coyote","dog",8.45361111111111
"8966","site 13","coyote","dog",9.82444444444444
"8967","site 13","coyote","dog",9.96
"8968","site 13","coyote","dog",10.2941666666667
"8969","site 13","coyote","dog",11.1680555555556
"8970","site 13","coyote","dog",5.25055555555556
"8971","site 13","coyote","dog",5.35611111111111
"8972","site 13","coyote","dog",6.21833333333333
"8973","site 13","coyote","dog",6.49472222222222
"8974","site 13","coyote","dog",6.91416666666667
"8975","site 13","coyote","dog",7.05444444444444
"8976","site 13","coyote","dog",7.67694444444444
"8977","site 13","coyote","dog",7.8225
"8978","site 13","coyote","dog",8.385
"8979","site 13","coyote","dog",8.42861111111111
"8980","site 13","coyote","dog",9.79944444444445
"8981","site 13","coyote","dog",9.935
"8982","site 13","coyote","dog",10.2691666666667
"8983","site 13","coyote","dog",11.1430555555556
"8984","site 13","dog","coyote",11.1266666666667
"8985","site 13","dog","coyote",9.20361111111111
"8986","site 13","dog","coyote",0.518333333333333
"8987","site 13","coyote","dog",0.18
"8988","site 13","coyote","dog",1.51416666666667
"8989","site 13","coyote","dog",1.93472222222222
"8990","site 13","coyote","dog",2.20194444444444
"8991","site 13","coyote","dog",2.50083333333333
